Sheโอ้ที่รัก,วงดนตรี,
คนแรก,วงดนตรี วาซาบิ,
แค่ถูกหลอกฟัน,วงดนตรีวาซาบิ,
มันคงถึงฤดู,วงดนตรี วาซาบิ,
ไม่สำคัญ,วงดนตรี วาซาบิ,
อัศวิน,วงดนตรี Feat .เจมส์ วงกลม,
รำวงดาวล้อมเดือน,วงดาวล้อมเดือน,
บอกแล้วไม่เชื่อ (ชวนพวกพ้องมาร้องเพลงTMG),วงแทมมะริน,
คืนโสด,วงนิว,
นิสัยเสีย,วงนิว,
ละครตอนจบ,วงนิว,
เธอเดินห้างฉันเดินดิน,วงเปิด,
จับน้องไถนา (ชวนพวกพ้องมาร้องเพลงTMG),วงพัทลุง,
เจ็บนะโว๊ย,วงฟอร์มาลีน,
ก็มันรัก,วงฟื้น,
เป็นแฟนได้หม้าย,วงฟื้น,
ไม่ใช่วัวไม่ใช่ควาย,วงฟื้น,
วันลา,วงมอร์แกน,
เด็กแว๊น,วงมาลัย,
บุหงาตานี,วงมาลัย,
สันดานขี้หก,วงมาลัย,
เก้านาฬิกา,วงไม้ไผ่,
ขี้เหร่โดนรัก,วงไม้ไผ่,
คนบ้าหวัน,วงไม้ไผ่,
ใจหวังเหวิด,วงไม้ไผ่,
นางฟ้าหน้าเฟส,วงไม้ไผ่,
นางมารร้าย,วงไม้ไผ่,
รักแท้หรือแค่เสี้ยน,วงไม้ไผ่,
รักสาวแหลงกลาง,วงไม้ไผ่,
แรงหว้าผี,วงไม้ไผ่,
ว่าที่โหม๋เด็ก,วงไม้ไผ่,
สัญญาก็องซี้,วงไม้ไผ่,
ฮอนด้าป็อก,วงไม้ไผ่,
ก่อนเป็นแฟนเก่า,วงลูกเขือ,
ไม่ต้องทัก,วงลูกเขือ,
รถเครื่องร้าย,วงลูกเขือ,
หัวใจไม่ใช่ก้อนหิน,วงลูกเขือ,
เต๊กตึ๊งกู้ใจ,วงลูกคนโต,
ไอ้วานลาย,วงเลแบนด์ Feat. ตุด นาคอน,
วัยรุ่นวาไรตี้,วงไลน์มาย,
ความรักอยู่ในที่ปลอดภัย,วงไลฟ์สไตล์,
คิดถึงแฟนเก่า,วงไลฟ์สไตล์,
เพลงของแม่,วงไลฟ์สไตล์,
สวย100เมตร,วงวันเวย์,
ขาโจ๋ลาบวช,วงวัยรุ่นสกุลบุญธูป,
คนไทยอะเปล่า,วงวัยรุ่นสกุลบุญธูป,
จำกันได้ไหม,วงวัยรุ่นสกุลบุญธูป,
ซอยลึก,วงวัยรุ่นสกุลบุญธูป,
รถติดจึงผิดนัด,วงวัยรุ่นสกุลบุญธูป,
ลุกมาเต้นกันเลยพี่,วงวัยรุ่นสกุลบุญธูป,
วัยรุ่นเที่ยวเทค,วงวัยรุ่นสกุลบุญธูป,
สุขสันต์วันเกิด,วงวัยรุ่นสกุลบุญธูป,
เสพย์ทำไม,วงวัยรุ่นสกุลบุญธูป,
ฮัลโหลบอกบุญ,วงวัยรุ่นสกุลบุญธูป,
ไปโดนตัวไหนมา,วงสตอม,
วุ้นกะทิ,วงเส้นเล็ก,
โกรธ,วงเอราวัณ,
คนตกงาน,วงเอราวัณ,
คืนสู่เหย้า,วงเอราวัณ,
ดอกเอื้อง,วงเอราวัณ,
ม.21,วงเอราวัณ,
รถตุ๊กๆ,วงเอราวัณ,
วัยรักวัยรุ่น,วงเอราวัณ,
สายสัมพันธ์,วงเอราวัณ,
หลอกให้คอย,วงเอราวัณ,
หึง,วงเอราวัณ,
กูขอร้อง,วงไฮโร,
จักรยานโซ่ยาน,วงไฮโร,
เดอะเดี่ยงด่าง,วงไฮโร,
ตำเมี่ยงข่า,วงไฮโร,
เต่าหาย,วงไฮโร,
ทางเป็นโสก,วงไฮโร,
ผมเปลี่ยนสี,วงไฮโร,
มดแดง,วงไฮโร,
มันไม่ใช่,วงไฮโร,
หมีแพนด้า,วงไฮโร,
หมีแพนด้า REMIX,วงไฮโร,
ฟันแล้วทิ้งผู้หญิงก็ทำได้,วงL.กฮ.,
คนตัดยาง,วรวิทย์ ชี้ทางดี,
คนถัดไป,วรวิทย์ ชี้ทางดี,
คำสัญญาที่หาดใหญ่,วรวิทย์ ชี้ทางดี,
คิดถึงทะเล,วรวิทย์ ชี้ทางดี,
ดอกไม้ป่า,วรวิทย์ ชี้ทางดี,
บอกตะวัน,วรวิทย์ ชี้ทางดี,
ปวช ปวส,วรวิทย์ ชี้ทางดี,
ผู้ชายสามัญ,วรวิทย์ ชี้ทางดี,
ย้อนเวลา,วรวิทย์ ชี้ทางดี,
วิงวอน,วรวิทย์ ชี้ทางดี,
เกี่ยวรวงเกี่ยวรัก,วันชนะ เกิดดี,
เข็นครกขึ้นภูเขา,วันชนะ เกิดดี,
คยเคยรักกัน,วันชนะ เกิดดี,
ความหลังที่ฝั่งมูล,วันชนะ เกิดดี,
คิดถึงน้องเพ็ญ,วันชนะ เกิดดี,
คิดถึงสายบัว,วันชนะ เกิดดี,
จริงหรือเปล่า,วันชนะ เกิดดี,
จีบใครไม่เป็น,วันชนะ เกิดดี,
ดินคู่กา,วันชนะ เกิดดี,
ตอบรักสักคำ,วันชนะ เกิดดี,
แบ่งบุญให้พี่บ้าง,วันชนะ เกิดดี,
แฟนเราเขาลืม,วันชนะ เกิดดี,
มนต์รักแม่วัง,วันชนะ เกิดดี,
แม่เนื้อแดดเดียว,วันชนะ เกิดดี,
ยิ่งกว่าตกยอดตึก,วันชนะ เกิดดี,
ยิ้มหน่อยน่า,วันชนะ เกิดดี,
รอน้องตาล,วันชนะ เกิดดี,
รูปหล่อกางเกงโหล,วันชนะ เกิดดี,
